,id,distancia_metro
316,11052224,0.0
317,15514855,0.0
318,10063730,0.0
319,16267406,0.0
320,17949796,0.0
321,2113275,0.0
322,13859359,0.0
323,15881890,0.0
324,1003900,0.0
325,9470252,0.00110074228886
326,4898526,0.0
327,14080135,0.0
328,14472643,0.0
329,13949075,0.0
330,15699545,0.0
331,6641567,0.0
332,13993747,0.0
333,14244804,0.0
334,16951308,0.0
335,1347768,0.0
336,17871529,0.0
337,13910447,0.0
338,13529348,0.0
339,13292464,0.0
340,3215946,0.0
341,15467952,0.0
342,287757,0.0
343,12621363,0.0
344,13143913,0.0
345,2267069,0.0
346,2957837,0.0
347,15845657,0.0
348,17759717,0.0
349,12933851,0.0004696266863
350,1056151,0.0
351,11142775,0.0
352,3873147,0.0
353,16319424,0.0
354,6386817,0.0
355,13791177,0.0
356,13498924,0.0
357,13573717,0.00140001523768
358,17401791,0.0
359,1781083,0.0
360,14991237,0.0
361,13723994,0.0
362,11467243,0.0
363,3546056,0.0
364,3314617,0.0
365,12883389,0.0
366,10914136,0.0
367,12962005,0.0
368,14248983,0.0
369,13389193,0.0
370,3860462,0.0
371,12006072,0.0
372,7376340,0.0
373,1044139,0.0
374,4815680,0.0
375,17370445,0.0
376,14826366,0.0
377,11123242,0.0
378,7641420,0.0
379,2234504,0.0
380,10761686,0.00563433707631
381,4153513,0.0
382,1593052,0.0
383,13322947,0.0
384,15356355,0.0
385,11938020,0.0
386,15836486,0.0
387,14020862,0.0
388,2990449,0.0
389,6508936,0.0
390,5622417,0.0
391,844856,0.0
392,9992690,0.0
393,7143136,0.0
394,1346747,0.0
395,4718163,0.0
396,15193714,0.0
397,10723462,0.0
398,3400148,0.0
399,11565550,0.0
400,14736627,0.0
401,17632114,0.0
402,4595967,0.0
403,8234848,0.0
404,1665067,0.0
405,7978267,0.0
406,13799511,0.0
407,11814066,0.0
408,5768628,0.0
409,10604742,0.0
410,9234445,0.0
411,5799058,0.0
412,8999236,0.0
413,9124408,0.0
414,733365,0.0
415,16449303,0.0
416,17711802,0.0
417,17569726,0.0
418,15699351,0.0
419,17643947,0.0
420,6517293,0.00378358578214
421,7606746,0.0
422,11499349,0.0
423,14814643,0.0
424,14929245,0.0
425,15047803,0.0
426,855155,0.0
427,9298370,0.0
428,18066747,0.0
429,12099498,0.0
430,14627849,0.0
431,6008204,0.0
432,15916793,0.0
433,17244920,0.0
434,1307795,0.0
435,16146904,0.0
436,12067598,0.0
437,14565087,0.0
438,17735263,0.0
439,16700580,0.0
440,8881201,0.0
441,13938481,0.0
442,14845645,0.0
443,17812004,0.0
444,13407381,0.0
445,11078225,0.0
446,4740591,0.0
447,6039075,0.0
448,5547854,0.0
449,16575031,0.0
450,16467969,0.0
451,13184834,0.0
452,7648651,0.0
453,11881007,0.0
454,7424801,0.0
455,9348776,0.0
456,12050324,0.0
457,225462,0.0
458,70364,0.000740835003486
459,24836,0.0
460,16765356,0.0
461,5638366,0.0
462,9589848,0.0
463,18091766,0.0
464,15353442,0.0
465,17455749,0.0
466,14018721,0.0
467,2706194,0.0
468,6348067,0.0
469,8881869,0.0
470,294529,0.0
471,11598644,0.0
472,17695327,0.0
473,13917359,0.0
474,135151,0.0
475,1496523,0.0
476,5707431,0.0
477,6753658,0.0
478,6771751,0.0
479,9524358,0.0
480,6771950,0.0
481,3512657,0.0
482,16229101,0.0
483,13718553,0.0
484,14392390,0.0
485,9295135,0.0
486,1092967,0.0
487,11788151,0.0
488,6772668,0.0
489,11043372,0.0
490,7851316,0.0
491,8467954,0.0
492,1460247,0.0
493,5123133,0.0
494,14621566,0.0
495,761159,0.0
496,4843020,0.0
497,13025008,0.0
498,15083997,0.0
499,18066500,0.0
500,13558723,0.0
501,13409081,0.0
502,18045352,0.0
503,14346671,0.0
504,17293878,0.00115338569106
505,4945181,0.0
506,16230330,0.0
507,13622245,0.0
508,13074382,0.0
509,17366303,0.0
510,9400839,0.0
511,6094591,0.0
512,15467619,0.0
513,344799,0.0
514,5266480,0.0
515,16307720,0.0
516,8773790,0.0
517,15232562,0.0
518,662665,0.0
519,18100555,0.0
520,13374540,0.0
521,2895896,0.0
522,15785685,0.0
523,15660940,0.0
524,7705126,0.0
525,13724416,0.0
526,13836282,0.0
527,5356988,0.00161588193461
528,18028920,0.0
529,1870392,0.0
530,6399416,0.0
531,16240425,0.0
532,3467798,0.0
533,16152721,0.0
534,6237602,0.0
535,5260429,0.0
536,9150620,0.0
537,17009161,0.0
538,16046389,0.0
539,5026071,0.0
540,15533592,0.0
541,794947,0.0
542,528607,0.0
543,16419614,0.0
544,1092508,0.0
545,852607,0.0
546,12804902,0.0
547,7721657,0.0
548,9385154,0.0
549,17462715,0.0
550,11713293,0.0
551,11708403,0.0
552,2862015,0.00211711316741
553,8402787,0.0
554,14878194,0.0
555,649342,0.0
556,16170136,0.0
557,799569,0.0
558,16204754,0.00182343184683
559,16387269,0.0
560,1199341,0.0
561,15479605,0.0
562,901754,0.0
563,9875951,0.0
564,11439210,0.0
565,10245199,0.0
566,13087391,0.0
567,9361751,0.0
568,16729228,0.0
569,9456221,0.0
570,577533,0.0
571,16012527,0.0
572,2020279,0.0
573,17730360,0.0
574,17993110,0.0
575,1396445,0.0
576,11832604,0.0
577,17123595,0.0
578,2380554,0.0
579,16617101,0.0
580,2350055,0.0
581,13185380,0.00186573123518
582,16238979,0.0
583,13671325,0.00226752765466
584,14922366,0.0
585,4029657,0.0
586,6207137,0.0
587,6847753,0.0
588,847252,0.0
589,1569343,0.0
590,7730071,0.0
591,6922729,0.0
592,7472261,0.0
593,8181351,0.0
594,16801885,0.0
595,887717,0.0
596,16231496,0.0
597,1052457,0.0
598,16109272,0.0
599,3188371,0.0
600,16077617,0.0
601,1705862,0.0
602,4905237,0.0
603,16386018,0.0
604,16802743,0.0
605,6340181,0.0
606,13344738,0.0
607,13471086,0.0
608,721057,0.0
609,8242794,0.0
610,5507413,0.0
611,16895728,0.0
612,16419818,0.0
613,17758332,0.0
614,11395168,0.0
615,15531449,0.0
616,13469007,0.0
617,12332806,0.0
618,14382400,0.0
619,6709567,0.00254662649558
620,13086783,0.0
621,2583638,0.0
622,17292688,0.0
623,3735410,0.0
624,16023495,0.0
625,12809312,0.0
626,4848244,0.0
627,6023052,0.0
628,13199132,0.0
629,4844466,0.0
630,15467007,0.0
631,1529540,0.0
632,13528070,0.0
633,13475628,0.0
634,6827442,0.0
635,6087723,0.0
636,3454232,0.0
637,4812872,0.0
638,17843280,0.0
639,8547245,0.0
640,9836209,0.0
641,7728341,0.0
642,6773460,0.0
643,15481960,0.0
644,1806562,0.0
645,12055163,0.0
646,16145598,0.0
647,8201621,0.0
648,17871539,0.0
649,8211594,0.0
650,11844156,0.0
651,17649678,0.0
652,681973,0.0
653,16276187,0.0
654,5802369,0.0
655,11945451,0.0
656,5335202,0.0
657,18056104,0.0
658,9789320,0.0
659,11236137,0.0
660,9901505,0.0
661,15219447,0.0
662,2157675,0.0
663,11986978,0.0
664,13310604,0.0
665,13232503,0.0
666,7712666,0.0
667,15981134,0.0
668,16825258,0.0
669,18092171,0.0
670,1874165,0.0
671,13451556,0.0
672,11447114,0.00310676718402
673,9965402,0.0
674,797030,0.0
675,15960496,0.0
676,12101328,0.0
677,17040490,0.0
678,8920380,0.0
679,8097994,0.0
680,13314868,0.0
681,14799826,0.0
682,16309782,0.0
683,15389452,0.0
684,5120000,0.0
685,11645552,0.0
686,3531547,0.0
687,16431762,0.0
688,15580926,0.0
689,11861328,0.0
690,610971,0.0
691,3894357,0.0
692,17838288,0.0
693,15938802,0.0
694,3203539,0.0
695,5975073,0.0
696,647207,0.0
697,2431155,0.0
698,13525030,0.0
699,4148763,0.0
700,6848207,0.0
701,13501235,0.0
702,8840190,0.0
703,13010213,0.0
704,1755383,0.0
705,11733184,0.0
706,479618,0.0
707,7211478,0.0
708,2965016,0.0
709,290420,0.0
710,17913766,0.0
711,15256476,0.0
712,790636,0.0
713,8624641,0.0
714,9807907,0.0
715,11779940,0.0
716,2156147,0.0
717,16444917,0.0
718,17509231,0.0
719,3393885,0.0
720,15560351,0.0
721,2080546,0.0
722,17579934,0.0
723,6910173,0.0
724,16377330,0.0
725,11770071,0.0
726,8436621,0.0
727,14332712,0.0
728,12091433,0.0
729,733312,0.0
730,11910917,0.0
731,548212,0.0
732,10338132,0.0
733,12050771,0.0
734,13645994,0.0
735,5967458,0.0
736,2289744,0.0
737,233011,0.0
738,17102487,0.0
739,692855,0.0
740,16134896,0.0
741,5384187,0.0
742,13912466,0.0
743,1427336,0.0
744,1208839,0.0
745,7966919,0.0
746,17821796,0.00537658238766
747,13131821,0.0
748,13315485,0.0
749,7155428,0.0
750,12196652,0.0
751,4507891,0.0
752,17718840,0.0
753,1014384,0.0
754,4319956,0.0
755,7456751,0.0
756,8363447,0.0
757,3858506,0.0
758,7668220,0.0
759,199201,0.0
760,13542732,0.0
761,11043508,0.0
762,8607087,0.0
763,12865545,0.0
764,17549836,0.0
765,15543238,0.0
766,15669484,0.0
767,5676811,0.0
768,17393123,0.0
769,6637689,0.0
770,18103045,0.0
771,2313370,0.0
772,17071290,0.0
773,4384036,0.0
774,9948875,0.0
775,10151490,0.0
776,14444917,0.0
777,16834110,0.0
778,14275773,0.0
779,17469750,0.0
780,13685367,0.0
781,7155877,0.0
782,1512437,0.0
783,12749503,0.0
784,12206635,0.0
785,17285106,0.0
786,1642412,0.0
787,9206052,0.0
788,4340526,0.0
789,5422524,0.0
790,1771771,0.0
791,10266983,0.0
792,6008086,0.0
793,13522183,0.0
794,12391652,0.0
795,745744,0.0
796,3392806,0.0
797,256004,0.0
798,10246276,0.0
799,13651749,0.0
800,10744350,0.0
801,8584924,0.0
802,10505926,0.0
803,16035860,0.0
804,12678844,0.0
805,5596172,0.0
806,15165114,0.0
807,17621880,0.0
808,17891989,0.0
809,2195775,0.0
810,5516579,0.0
811,2913758,0.0
812,13921775,0.0
813,6403387,0.0
814,30711,0.0
815,14759993,0.0
816,17958994,0.0
817,10681493,0.0
818,15172799,0.0
819,8466968,0.0
820,13814652,0.0
821,12245230,0.0
822,14765322,0.0
823,3172226,0.0
824,12509802,0.0
825,11558221,0.0
826,14067703,0.0
827,11224116,0.0
828,5238579,0.0
829,6641861,0.0
830,5155124,0.0
831,4786128,0.0
832,13220744,0.0
833,9894564,0.0
834,14869725,0.0
835,11295745,0.0
836,10073858,0.0
837,1335752,0.0
838,16986033,0.0
839,7908267,0.0
840,9523922,0.0
841,6890481,0.0
842,2192321,0.00280414403238
843,14498990,0.0
844,1262589,0.0
845,7926565,0.0
846,11484627,0.0
847,9891610,0.0
848,10201661,0.0
849,8148050,0.0
850,7103562,0.0
851,17324637,0.0
852,10817580,0.0
853,15896853,0.0
854,9969698,0.0
855,1713499,0.0
856,16702659,0.0
857,15306550,0.0
858,16848849,0.0
859,13201681,0.0
860,3580425,0.0
861,3979166,0.0
862,4202733,0.0
863,15137538,0.0
864,470132,0.0
865,17583984,0.0
866,15837747,0.0
867,6212712,0.0
868,13121168,0.0
869,12078863,0.0
870,11248487,0.0
871,12516573,0.0
872,11038737,0.0
873,6639621,0.0
874,3113145,0.0
875,16013621,0.0
876,6921005,0.0
877,17469259,0.0
878,7041599,0.0
879,9883116,0.0
880,549664,0.0
881,13685460,0.0
882,17460688,0.0
883,17842131,0.0
884,17689982,0.0
885,431806,0.0
886,2052383,0.0
887,4713343,0.0
888,7730180,0.0
889,17760314,0.0
890,17695801,0.0
891,16021494,0.0
892,18105783,0.0
893,797667,0.0
894,4206663,0.0
895,15269615,0.0
896,15183608,0.0
897,17638811,0.0
898,7291511,0.0
899,12255357,0.0
900,13707475,0.0
901,9623767,0.0
902,4677274,0.0
903,16333923,0.0
904,1690312,0.0
905,12107495,0.0
906,17714075,0.000821735212167
907,11821663,0.0
908,12633056,0.0
909,8785549,0.0
910,7110196,0.0
911,5835176,0.0
912,10192147,0.0
913,12393424,0.0
914,9586587,0.0
915,7396405,0.0
916,15206279,0.0
917,16746090,0.0
918,904741,0.0
919,191661,0.0
920,18053780,0.0
921,10893923,0.0
922,5026978,0.0
923,13924524,0.0
924,404569,0.0
925,18087291,0.0
926,16688707,0.0
927,13760541,0.0
928,15516603,0.0
929,10223351,0.0
930,12871172,0.0
931,5263813,0.0
932,7061159,0.0
933,6611449,0.0
934,10541138,0.0
935,16558262,0.0
936,15490684,0.0
937,9022672,0.0
938,17519268,0.00635975886889
939,5911102,0.0
940,10665169,0.0
941,17266729,0.0
942,10523086,0.0
943,5219761,0.0
944,8284728,0.0
945,12805659,0.0
946,7646631,0.0
947,4443060,0.0
948,13873968,0.0
949,1061185,0.0
950,16186113,0.0
951,8299565,0.0
952,18034555,0.0
953,4132564,0.0
954,17379878,0.0
955,16747915,0.0
956,6686871,0.0
957,16993967,0.0
958,17681150,0.0
959,3189464,0.0
960,7283030,0.0
961,14574459,0.0
962,5705050,0.0
963,4153079,0.0
964,11641374,0.0
965,921007,0.0
966,6607202,0.0019965037662
967,464912,0.0
968,14249577,0.0
969,16378686,0.0
970,6592328,0.0
971,13390324,0.0
972,16185242,0.0
973,17633737,0.0
974,15925772,0.0
975,968871,0.0
976,2551440,0.0
977,7121326,0.0
978,4705006,0.00136366229522
979,15161490,0.0
980,18103263,0.0
981,16542257,0.0
982,4735412,0.0
983,11205538,0.0
984,4131994,0.0
985,3555938,0.0
986,6060797,0.0
987,7447050,0.0
988,2769730,0.0
989,6154924,0.0
990,16243146,0.0
991,12222024,0.0
992,13320289,0.0
993,14017653,0.0
994,13469435,0.0
995,13892731,0.0
996,14566789,0.0
997,7694865,0.0
998,7553122,0.0
999,4736012,0.0
1000,222076,0.0
1001,15659354,0.0
1002,17829085,0.0
1003,333974,0.0
1004,14192323,0.0
1005,11333987,0.0
1006,10966162,0.0
1007,8197447,0.0
1008,12565780,0.0
1009,11943355,0.00282029692018
1010,8278501,0.0
1011,14701898,0.0
1012,9873657,0.0
1013,6416512,0.0
1014,3627043,0.0
1015,7428536,0.0
1016,1593044,0.0
1017,6385318,0.0
1018,15835083,0.0
1019,847318,0.0
1020,9599324,0.00163130232489
1021,17629862,0.0
1022,6206946,0.0
1023,18088827,0.0
1024,15416800,0.0
1025,17921593,0.0
1026,15311249,0.0
1027,8469691,0.0
1028,8529288,0.0
1029,11728046,0.00354991314136
1030,793622,0.0
1031,11195732,0.0
1032,17466006,0.0
1033,7003969,0.0
1034,5257204,0.0
1035,204570,0.0
1036,17726039,0.0
1037,11664287,0.0
1038,13710484,0.0
1039,8421854,0.0
1040,13871896,0.0
1041,17731247,0.0
1042,1877039,0.0
1043,18087405,0.0
1044,1089152,0.0
1045,872116,0.0
1046,14601715,0.0
1047,7701586,0.0
1048,9461781,0.0
1049,16234096,0.0
1050,16849148,0.0
1051,9658630,0.0
1052,15176888,0.0
1053,7204642,0.0
1054,183346,0.0
1055,3759045,0.0
1056,12883625,0.0
1057,6571886,0.0
1058,13445117,0.0
1059,8606517,0.0
1060,5475958,0.0
1061,7412769,0.0
1062,10438212,0.0
1063,11359621,0.0
1064,12312711,0.0
1065,450041,0.0
1066,13340029,0.0
1067,15575376,0.0
1068,11826624,0.0
1069,2114584,0.0
1070,1028662,0.0
1071,3486570,0.0
1072,10431741,0.0
1073,17221671,0.0
1074,15094144,0.0
1075,15004131,0.0
1076,646943,0.0
1077,13575342,0.0
1078,17519734,0.0
1079,9603908,0.0
1080,8482080,0.0
1081,9205295,0.0
1082,13919175,0.0
1083,4867788,0.0
1084,3654455,0.0
1085,9798653,0.0
1086,18106778,0.0
1087,2328281,0.0
1088,15390153,0.0
1089,15812644,0.0
1090,7892449,0.0
1091,3223298,0.0
1092,14061933,0.0
1093,15265221,0.0
1094,6649079,0.0
1095,17552070,0.0
1096,8551651,0.0
1097,13197405,0.0
1098,10377809,0.0
1099,3334109,0.0
1100,12121805,0.00213051099486
1101,17460325,0.0
1102,18059700,0.0
1103,13230236,0.0
1104,6413068,0.0
1105,15242371,0.0
1106,3745053,0.0
1107,9457758,0.0
1108,10398681,0.0
1109,6710942,0.0
1110,18051753,0.0
1111,18093759,0.0
1112,13424660,0.0
1113,15091938,0.0
1114,10218330,0.0
1115,6025657,0.0
1116,11001199,0.0
1117,6197333,0.0
1118,6220005,0.0
1119,3173812,0.0
1120,17500732,0.0
1121,14624618,0.0
1122,13149669,0.0
1123,5493401,0.0
1124,2246753,0.0
1125,14399261,0.0
1126,7282492,0.0
1127,12872019,0.0
1128,12808036,0.0
1129,8842365,0.0
1130,15311084,0.0
1131,2943509,0.0
1132,11598588,0.0
1133,17857729,0.0
1134,689453,0.0
1135,13651430,0.0
1136,3431701,0.0
1137,4087580,0.0
1138,12876691,0.0
1139,13906735,0.0
1140,16198054,0.0
1141,4335928,0.0
1142,13134951,0.0
1143,82481,0.0
1144,7573986,0.0
1145,11195878,0.00188931849985
1146,2354439,0.0
1147,11620957,0.0
1148,8898571,0.0
1149,1785371,0.0
1150,2181211,0.0
1151,15765289,0.0
1152,11809913,0.0
1153,13938232,0.0
1154,9872505,0.0
1155,15864965,0.0
1156,5177690,0.0
1157,4063423,0.0
1158,15194284,0.0
1159,5437089,0.0
1160,18070677,0.0
1161,13621834,0.0
1162,10795469,0.0
1163,15811958,0.0
1164,12100389,0.0
1165,17937669,0.0
1166,3068254,0.0
1167,10538282,0.0
1168,17253117,0.0
1169,13411313,0.0
1170,17933443,0.0
1171,7307683,0.00222353640714
1172,17740058,0.00196412930192
1173,8250908,0.0
1174,2150416,0.0
1175,979312,0.0
1176,6257182,0.0
1177,14907849,0.0
1178,11473990,0.0
1179,11051108,0.0
1180,13905021,0.0
1181,12173031,0.0
1182,17022073,0.0
1183,14814130,0.0
1184,14022862,0.0
1185,14599521,0.0
1186,17802908,0.0
1187,13870115,0.0
1188,8215981,0.0
1189,8677143,0.0
1190,15370877,0.0
1191,6742035,0.0
1192,18070933,0.0
1193,16248615,0.0
1194,17687875,0.0
1195,11512833,0.0
1196,14283168,0.0
1197,5611490,0.0
1198,9116029,0.0
1199,17822976,0.0
1200,14719157,0.0
1201,7334704,0.0
1202,13627260,0.0
1203,17889329,0.0
1204,1937891,0.0
1205,12180519,0.0
1206,1811841,0.0
1207,17965232,0.0
1208,14640364,0.0
1209,17932832,0.0
1210,12985506,0.0
1211,9811664,0.0
1212,9483963,0.0
1213,16144315,0.0
1214,14272457,0.0
1215,16723129,0.0
1216,1699883,0.0
1217,3187836,0.0
1218,17466467,0.0
1219,6198853,0.0
1220,537401,0.0
1221,10937106,0.0
1222,17645727,0.0
1223,17360468,0.0
1224,4593707,0.0
1225,8355342,0.0
1226,16175953,0.0
1227,13906857,0.0
1228,17632509,0.0
1229,3833696,0.0
1230,12329856,0.0
1231,8790721,0.0
1232,9109924,0.0
1233,3118005,0.0
1234,688795,0.0
1235,16687730,0.0
1236,15725553,0.0
1237,4022504,0.0
1238,6358574,0.0
1239,12126453,0.0010167838945
1240,10227948,0.0
1241,8709100,0.00145774226613
1242,4684786,0.0
1243,18058414,0.0
1244,8520603,0.0
1245,16320336,0.0
1246,6859839,0.0
1247,3187973,0.0
1248,13475757,0.0
1249,13864176,0.0
1250,14050058,0.0
1251,6382192,0.0
1252,15934739,0.0
1253,5371564,0.0
1254,13060683,0.0
1255,15840004,0.0
1256,10445067,0.0
1257,6776820,0.0
1258,9045230,0.0
1259,14566617,0.0
1260,8957968,0.000514182553862
1261,3094025,0.0
1262,9379434,0.0
1263,9768832,0.0
1264,17283206,0.0
1265,7919524,0.0
1266,940649,0.00225421344059
1267,15174470,0.0
1268,17646520,0.0
1269,13892058,0.00286358646926
1270,14102157,0.0
1271,7063814,0.0
1272,13022873,0.0
1273,551490,0.0
1274,416406,0.0
1275,8386752,0.0
1276,12998231,0.0
1277,17879833,0.0
1278,7065114,0.0
1279,16920622,0.0
1280,3498203,0.0
1281,14562387,0.0
1282,16518383,0.0
1283,7288673,0.0
1284,12941382,0.0
1285,17354958,0.00269796945833
1286,7832432,0.0
1287,15391240,0.0
1288,578837,0.0
1289,11050061,0.0
1290,7358300,0.0
1291,13063675,0.0
1292,13136395,0.0
1293,13924446,0.0
1294,16685013,0.0
1295,6681986,0.0
1296,6978964,0.0
1297,14563133,0.0
1298,12811061,0.0
1299,11860021,0.0
1300,17382018,0.0
1301,13027366,0.0
1302,12449315,0.0
1303,18084663,0.0
1304,514917,0.0
1305,7813315,0.0
1306,17353948,0.0
1307,17932228,0.0
1308,12811487,0.0
1309,17198105,0.0
1310,6420062,0.0
1311,13823194,0.0
1312,5391243,0.0
1313,1980372,0.0
1314,2143943,0.0
1315,429942,0.0
1316,4838758,0.0
1317,17614912,0.0
1318,7344150,0.0
1319,7486307,0.0
1320,9263387,0.0
1321,16541851,0.0
1322,7041410,0.0
1323,14650179,0.0
1324,15673502,0.0
1325,16344240,0.0
1326,7359826,0.0
1327,10629977,0.0
1328,6111366,0.0
1329,16132612,0.0
1330,17901366,0.0
1331,803651,0.0
1332,7494724,0.0
1333,336852,0.0
1334,7045152,0.0
1335,1129694,0.0
1336,8165824,0.0
1337,17044186,0.0
1338,12672315,0.0
1339,10063735,0.0
1340,14034116,0.0
1341,3600565,0.0
1342,5998651,0.0
1343,12896348,0.0
1344,14074234,0.0
1345,11522723,0.0
1346,15864573,0.0
1347,1856493,0.00332952990614
1348,17846628,0.0
1349,13440784,0.0
1350,727588,0.0
1351,6296181,0.0
